0;zUiaBeOycH;2023-04-26;728.2165296844801
1;VUjielkOPy;2023-04-26;232.0825113704965
2;bOryoUgigO;2023-04-26;736.9092559314956
3;qihglOedrE;2023-04-26;783.6820004149514
4;mgguMsyHlQ;2023-04-26;328.11587035614525
5;ZrFKHEoUPs;2023-04-26;190.92874856002504
6;NZacVSbUxc;2023-04-26;420.0502434564735
7;gtqvPRJkDw;2023-04-26;699.7613191216307
8;kKxTqLklAt;2023-04-26;267.32928422384464
9;UvDBvQFMPU;2023-04-26;655.4441228299304
10;VmtoQevLIW;2023-04-26;513.4787149308249
11;WqzHIyWtQj;2023-04-26;888.0607591290253
12;ZBFrCyAAYH;2023-04-26;286.90537512061456
13;yQbPUtprrV;2023-04-26;365.0302439341464
14;NAetxAAJXZ;2023-04-26;563.0748111624337
15;FMwCUdPslI;2023-04-26;227.24067399252095
16;mHLELFrABj;2023-04-26;308.8834147832752
17;LeejXqFHxD;2023-04-26;136.17653793370056
18;WPksirEwGQ;2023-04-26;272.5813193313196
19;xHlgHUvIWA;2023-04-26;177.75992875221803
20;cDNWlXlBvE;2023-04-26;921.7968734246315
21;kMmYxztUzh;2023-04-26;584.786664098439
22;BeYTIqCmcX;2023-04-26;385.08757678158827
23;FQhZUNcmCv;2023-04-26;918.8274413436089
24;kPdTsfXytB;2023-04-26;423.2412030350794
25;cLVdBkrylo;2023-04-26;208.319324483944
26;gfCOmFFRRa;2023-04-26;202.1555717576519
27;JuImeJLPre;2023-04-26;850.5867704288266
28;xeCaCzbswy;2023-04-26;664.3122719502411
29;FjQyduuyxk;2023-04-26;126.52227247573735
30;rMSclphRNe;2023-04-26;464.5437508025851
31;SexVadXsOw;2023-04-26;300.1993092233433
32;IUweTSRsGZ;2023-04-26;636.2779622269384
33;cwAxWeuoly;2023-04-26;420.38273818319675
34;xZTyulGPTJ;2023-04-26;824.6803880430232
35;mgCUiabCnC;2023-04-26;131.60266682190428
36;IdMZqcRtGO;2023-04-26;836.932076437484
37;CAmZCHzbly;2023-04-26;444.5434459463103
38;hFpoILsXrD;2023-04-26;756.2660111454388
39;LEQtXIRjtW;2023-04-26;738.1114059197072
40;VzPgpAGDyr;2023-04-26;772.6980793830191
41;lxfXyiWBkd;2023-04-26;717.8410097970487
42;XpmwqjkhQl;2023-04-26;291.6429901202355
43;vqOLeyXCVh;2023-04-26;643.7013119269285
44;wuEmVUJXap;2023-04-26;563.6993428463857
45;QXUfpaHqRh;2023-04-26;178.81154815857215
46;AbFzppmUdY;2023-04-26;205.8607302258668
47;NnrcsgkxFB;2023-04-26;890.7716580952391
48;PtidQnGixq;2023-04-26;194.69354192949214
49;mKUHXEBCoE;2023-04-26;539.9781482605526
